EndoBench_index,image_path,EndoBench_task,EndoBench_orig_Q,EndoBench_orig_A (gt),Kvasir_Q (current),Kvasir_A (current)
2007,image_2007.jpg,Lesion Type Identification,"Examine the provided endoscopic image and indicate whether any pathological findings are present. If abnormalities are detected, please identify their specific nature.",angioectasia,Does this image contain any finding?,Yes
2008,image_2008.jpg,Lesion Type Identification,"Assess this endoscopic image for any pathological findings. Should abnormalities be identified, what classifications do they fall under?",erosion,Does this image contain any finding?,Yes
2009,image_2009.jpg,Lesion Type Identification,"Examine this endoscopic image for any irregularities. Should any be identified, what specific type of anomaly is evident?",erosion,Does this image contain any finding?,Yes
2010,image_2010.jpg,Lesion Type Identification,"Does this endoscopic image reveal any pathological findings? If so, could you identify the specific type?",erosion,Does this image contain any finding?,Yes
2011,image_2011.jpg,Lesion Type Identification,"Analyze this endoscopic image for any pathological findings. Should any be identified, what classifications do they fall under?",erosion,Does this image contain any finding?,Yes
2012,image_2012.jpg,Lesion Type Identification,"Can you identify any pathological findings in this image? If present, please characterize the nature of the abnormality.",erosion,Does this image contain any finding?,Yes
2013,image_2013.jpg,Lesion Type Identification,"Could you analyze this endoscopic image and determine whether any pathological findings are present? If abnormalities are identified, what specific type might they be?",erosion,Does this image contain any finding?,Yes
2014,image_2014.jpg,Lesion Type Identification,"Does this image reveal any atypical findings, and if so, what specific type of anomaly could it be?",erosion,Does this image contain any finding?,Yes
2015,image_2015.jpg,Lesion Type Identification,What specific abnormal finding can be discerned from the provided endoscopic image?,erosion,Does this image contain any finding?,Yes
2016,image_2016.jpg,Lesion Type Identification,"Can you identify any pathological findings in this image? If present, please characterize the nature of the abnormality.",erosion,Does this image contain any finding?,Yes
2017,image_2017.jpg,Lesion Type Identification,"Does this endoscopic image reveal any pathological findings? If so, could you identify the specific nature of the anomaly?",erosion,Does this image contain any finding?,Yes
2018,image_2018.jpg,Lesion Type Identification,"Analyze this endoscopic image for any pathological findings. Should any be identified, what classifications do they fall under?",erosion,Does this image contain any finding?,Yes
2019,image_2019.jpg,Lesion Type Identification,"Examine the provided endoscopic image and indicate whether any pathological findings are present. If so, please specify the nature of the abnormalities observed.",erosion,Does this image contain any finding?,Yes
2020,image_2020.jpg,Lesion Type Identification,"Examine this endoscopic image and indicate whether any pathological findings are present. If abnormalities are detected, please identify their specific nature.",erosion,Does this image contain any finding?,Yes
2021,image_2021.jpg,Lesion Type Identification,"Does this endoscopic image reveal any pathological findings? If so, could you identify the specific type?",erosion,Does this image contain any finding?,Yes
2022,image_2022.jpg,Lesion Type Identification,"Does this image reveal any pathological findings? If it does, please characterize the nature of the abnormality observed.",erosion,Does this image contain any finding?,Yes
2023,image_2023.jpg,Lesion Type Identification,"Does the endoscopic image reveal any pathological findings? If so, could you identify the specific nature of the anomaly?",erosion,Does this image contain any finding?,Yes
2024,image_2024.jpg,Lesion Type Identification,"Analyze this endoscopic image for any pathological findings. Should any be identified, what classification do they fall under?",erosion,Does this image contain any finding?,Yes
2025,image_2025.jpg,Lesion Type Identification,"Analyze this endoscopic image for any pathological findings. Should any be identified, what classifications do they fall under?",erosion,Does this image contain any finding?,Yes
2026,image_2026.jpg,Lesion Type Identification,"Examine this endoscopic image and indicate whether any pathological findings are present. If abnormalities are identified, please specify their nature.",erosion,Does this image contain any finding?,Yes
2027,image_2027.jpg,Lesion Type Identification,What specific abnormality can be discerned from the findings presented in this endoscopic image?,erosion,Does this image contain any finding?,Yes
2028,image_2028.jpg,Lesion Type Identification,"Can you identify any pathological findings in this image? If present, please characterize the nature of the abnormality.",erythema,Does this image contain any finding?,Yes
2029,image_2029.jpg,Lesion Type Identification,"Does this image reveal any atypical findings, and if so, what specific type of anomaly could it be?",erythema,Does this image contain any finding?,Yes
2030,image_2030.jpg,Lesion Type Identification,"Examine this endoscopic image for any irregularities. Should any be identified, what specific type of abnormality can be observed?",erythema,Does this image contain any finding?,Yes
2031,image_2031.jpg,Lesion Type Identification,"Please analyze the provided endoscopic image and determine whether any pathological findings are present. If abnormalities are identified, what specific types might they be?",erythema,Does this image contain any finding?,Yes
2032,image_2032.jpg,Lesion Type Identification,What specific abnormality can be discerned from the findings presented in this endoscopic image?,erythema,Does this image contain any finding?,Yes
2033,image_2033.jpg,Lesion Type Identification,"Does this image reveal any pathological findings, and if so, what specific type of anomaly can be identified?",erythema,Does this image contain any finding?,Yes
2034,image_2034.jpg,Lesion Type Identification,"Please analyze the provided endoscopic image and determine whether any pathological findings are present. If abnormalities are detected, could you specify their nature?",erythema,Does this image contain any finding?,Yes
2035,image_2035.jpg,Lesion Type Identification,"Examine this endoscopic image for potential irregularities. Should any be identified, what specific type of abnormality could be present?",erythema,Does this image contain any finding?,Yes
2036,image_2036.jpg,Lesion Type Identification,"Examine the provided endoscopic image and indicate whether any pathological findings are present. If abnormalities are detected, please identify their specific nature.",erythema,Does this image contain any finding?,Yes
2037,image_2037.jpg,Lesion Type Identification,"Examine the provided endoscopic image and indicate whether any pathological findings are present. If abnormalities are detected, please identify their specific nature.",erythema,Does this image contain any finding?,Yes
2038,image_2038.jpg,Lesion Type Identification,"Please analyze the provided endoscopic image and determine whether any pathological findings are present. If abnormalities are identified, could you specify their nature?",erythema,Does this image contain any finding?,Yes
2039,image_2039.jpg,Lesion Type Identification,"Does this endoscopic image reveal any pathological findings? If so, could you identify the specific type?",erythema,Does this image contain any finding?,Yes
2040,image_2040.jpg,Lesion Type Identification,"Examine this endoscopic image and indicate whether any pathological findings are present. If abnormalities are identified, please specify their nature.",erythema,Does this image contain any finding?,Yes
2041,image_2041.jpg,Lesion Type Identification,"Examine the provided endoscopic image and indicate whether any pathological findings are present. If so, please specify the nature of the abnormalities observed.",erythema,Does this image contain any finding?,Yes
2042,image_2042.jpg,Lesion Type Identification,"Please analyze the provided endoscopic image and determine whether any pathological findings are present. If abnormalities are identified, could you specify their nature?",erythema,Does this image contain any finding?,Yes
2043,image_2043.jpg,Lesion Type Identification,"Assess this endoscopic image for any pathological findings. Should any be identified, what classifications do they fall under?",erythema,Does this image contain any finding?,Yes
2044,image_2044.jpg,Lesion Type Identification,"Does this endoscopic image reveal any pathological findings? If so, could you identify the specific nature of the anomaly?",erythema,Does this image contain any finding?,Yes
2045,image_2045.jpg,Lesion Type Identification,"Examine this endoscopic image and indicate whether any pathological findings are present. If abnormalities are detected, please identify their specific nature.",erythema,Does this image contain any finding?,Yes
2046,image_2046.jpg,Lesion Type Identification,"Does this endoscopic image reveal any pathological findings? If so, could you identify the specific nature of the anomaly?",erythema,Does this image contain any finding?,Yes
2047,image_2047.jpg,Lesion Type Identification,"Does this image reveal any pathological findings, and if so, what specific type of anomaly could it be?",erythema,Does this image contain any finding?,Yes
2048,image_2048.jpg,Lesion Type Identification,"Examine the provided endoscopic image and indicate whether any pathological findings are present. If so, please specify the nature of these findings.",foreign body,Does this image contain any finding?,Yes
2049,image_2049.jpg,Lesion Type Identification,"Examine this endoscopic image for potential irregularities. Should any be identified, what specific type of abnormality can be discerned?",foreign body,Does this image contain any finding?,Yes
2050,image_2050.jpg,Lesion Type Identification,"Examine this endoscopic image and indicate whether any pathological findings are present. If abnormalities are detected, please identify their specific nature.",foreign body,Does this image contain any finding?,Yes
2051,image_2051.jpg,Lesion Type Identification,"Does this endoscopic image reveal any pathological findings? If so, could you identify the specific type?",foreign body,Does this image contain any finding?,Yes
2052,image_2052.jpg,Lesion Type Identification,"Examine this endoscopic image for any irregularities. Should any be identified, what specific type of abnormality can be discerned?",foreign body,Does this image contain any finding?,Yes
2053,image_2053.jpg,Lesion Type Identification,"Does this endoscopic image reveal any pathological findings? If so, could you identify the specific type?",foreign body,Does this image contain any finding?,Yes
2054,image_2054.jpg,Lesion Type Identification,"Examine this endoscopic image for potential irregularities. Should any be identified, what specific type of anomaly is evident?",foreign body,Does this image contain any finding?,Yes
2055,image_2055.jpg,Lesion Type Identification,What specific abnormality can be discerned from the findings presented in this endoscopic image?,foreign body,Does this image contain any finding?,Yes
2056,image_2056.jpg,Lesion Type Identification,"Examine the provided endoscopic image and indicate whether any pathological findings are present. If so, please specify the nature of the abnormalities observed.",foreign body,Does this image contain any finding?,Yes
2057,image_2057.jpg,Lesion Type Identification,What specific abnormality can be discerned from the findings presented in this endoscopic image?,foreign body,Does this image contain any finding?,Yes
2058,image_2058.jpg,Lesion Type Identification,"Does this image reveal any atypical findings, and if so, what specific type of anomaly could it be?",foreign body,Does this image contain any finding?,Yes
2059,image_2059.jpg,Lesion Type Identification,"Does this endoscopic image reveal any pathological findings? If so, could you identify the specific type?",foreign body,Does this image contain any finding?,Yes
2060,image_2060.jpg,Lesion Type Identification,"Could you analyze this endoscopic image and determine whether any pathological findings are present? If abnormalities are identified, what specific type might they be?",foreign body,Does this image contain any finding?,Yes
2061,image_2061.jpg,Lesion Type Identification,What specific pathological finding can be discerned from the provided endoscopic image?,foreign body,Does this image contain any finding?,Yes
2062,image_2062.jpg,Lesion Type Identification,"Can you identify any pathological findings in this image? If present, please characterize the nature of the abnormality.",foreign body,Does this image contain any finding?,Yes
2063,image_2063.jpg,Lesion Type Identification,"Does this endoscopic image reveal any pathological findings? If so, could you identify the specific type?",foreign body,Does this image contain any finding?,Yes
2064,image_2064.jpg,Lesion Type Identification,"Examine the provided endoscopic image and indicate whether any pathological findings are present. If so, please specify the nature of the abnormalities observed.",foreign body,Does this image contain any finding?,Yes
2065,image_2065.jpg,Lesion Type Identification,What kind of pathological finding can be discerned from the provided endoscopic image?,foreign body,Does this image contain any finding?,Yes
2066,image_2066.jpg,Lesion Type Identification,"Examine this endoscopic image and indicate whether any pathological findings are present. If abnormalities are detected, please identify their specific nature.",foreign body,Does this image contain any finding?,Yes
2067,image_2067.jpg,Lesion Type Identification,"Examine the provided endoscopic image and indicate whether any pathological findings are present. If so, please specify the nature of the abnormalities observed.",foreign body,Does this image contain any finding?,Yes
2068,image_2068.jpg,Lesion Type Identification,"Analyze this endoscopic image for any pathological findings. Should abnormalities be identified, what classifications do they fall under?",lymphangiectasia,Does this image contain any finding?,Yes
2069,image_2069.jpg,Lesion Type Identification,"Examine this endoscopic image for potential irregularities. Should any be identified, what specific type of abnormality could be present?",lymphangiectasia,Does this image contain any finding?,Yes
2070,image_2070.jpg,Lesion Type Identification,"Could you analyze this endoscopic image and determine whether any pathological findings are present? If abnormalities are identified, what specific types might they be?",lymphangiectasia,Does this image contain any finding?,Yes
2071,image_2071.jpg,Lesion Type Identification,What kind of pathological finding can be discerned from the provided endoscopic image?,lymphangiectasia,Does this image contain any finding?,Yes
2072,image_2072.jpg,Lesion Type Identification,"Can you identify any pathological findings in this image? If present, please characterize the nature of the abnormality.",lymphangiectasia,Does this image contain any finding?,Yes
2073,image_2073.jpg,Lesion Type Identification,What specific abnormality can be discerned from the findings presented in this endoscopic image?,lymphangiectasia,Does this image contain any finding?,Yes
2074,image_2074.jpg,Lesion Type Identification,What specific abnormality can be discerned from the findings presented in this endoscopic image?,lymphangiectasia,Does this image contain any finding?,Yes
2075,image_2075.jpg,Lesion Type Identification,"Does this image reveal any pathological findings? If it does, please characterize the nature of the identified abnormality.",lymphangiectasia,Does this image contain any finding?,Yes
2076,image_2076.jpg,Lesion Type Identification,"Analyze this endoscopic image for any pathological findings. Should any be identified, what classifications do they fall under?",lymphangiectasia,Does this image contain any finding?,Yes
2077,image_2077.jpg,Lesion Type Identification,"Examine this endoscopic image for any irregularities. Should any be identified, what specific type of abnormality can be discerned?",lymphangiectasia,Does this image contain any finding?,Yes
2078,image_2078.jpg,Lesion Type Identification,"Analyze this endoscopic image for any pathological findings. Should abnormalities be identified, what classifications do they fall under?",lymphangiectasia,Does this image contain any finding?,Yes
2079,image_2079.jpg,Lesion Type Identification,"Please analyze the provided endoscopic image and determine whether any pathological findings are present. If abnormalities are identified, what specific type do they appear to be?",lymphangiectasia,Does this image contain any finding?,Yes
2080,image_2080.jpg,Lesion Type Identification,"Could you analyze this endoscopic image and determine whether any pathological findings are present? If abnormalities are identified, what specific type do they appear to be?",lymphangiectasia,Does this image contain any finding?,Yes
2081,image_2081.jpg,Lesion Type Identification,"Does this image reveal any atypical findings, and if so, what specific type of anomaly could it indicate?",lymphangiectasia,Does this image contain any finding?,Yes
2082,image_2082.jpg,Lesion Type Identification,"Examine this endoscopic image for potential irregularities. Should any be identified, what specific type of abnormality can be discerned?",lymphangiectasia,Does this image contain any finding?,Yes
2083,image_2083.jpg,Lesion Type Identification,"Examine this endoscopic image and indicate whether any pathological findings are present. If abnormalities are detected, please identify their specific nature.",lymphangiectasia,Does this image contain any finding?,Yes
2084,image_2084.jpg,Lesion Type Identification,"Examine this endoscopic image for any irregularities. Should any be identified, what specific type of abnormality could be present?",lymphangiectasia,Does this image contain any finding?,Yes
2085,image_2085.jpg,Lesion Type Identification,"Please analyze the provided endoscopic image and determine whether any pathological findings are present. If abnormalities are identified, could you specify their nature?",lymphangiectasia,Does this image contain any finding?,Yes
2086,image_2086.jpg,Lesion Type Identification,"Examine this endoscopic image for any potential irregularities. If any are identified, what specific type of abnormality can be discerned?",lymphangiectasia,Does this image contain any finding?,Yes
2087,image_2087.jpg,Lesion Type Identification,"Could you analyze this endoscopic image and determine whether any pathological findings are present? If abnormalities are identified, what specific type might they be?",lymphangiectasia,Does this image contain any finding?,Yes
2088,image_2088.jpg,Lesion Type Identification,What specific abnormal finding can be discerned from the provided endoscopic image?,polypoid lesion,Does this image contain any finding?,Yes
2088,image_2088.jpg,Lesion Type Identification,What specific abnormal finding can be discerned from the provided endoscopic image?,polypoid lesion,Are there any abnormalities in the image? Check all that are present.,Polyp
2089,image_2089.jpg,Lesion Type Identification,"Does this image reveal any atypical findings, and if so, what specific type of anomaly could it be?",polypoid lesion,Does this image contain any finding?,Yes
2089,image_2089.jpg,Lesion Type Identification,"Does this image reveal any atypical findings, and if so, what specific type of anomaly could it be?",polypoid lesion,Are there any abnormalities in the image? Check all that are present.,Polyp
2090,image_2090.jpg,Lesion Type Identification,"Does this endoscopic image reveal any pathological findings? If so, could you identify the specific nature of the anomaly?",polypoid lesion,Does this image contain any finding?,Yes
2090,image_2090.jpg,Lesion Type Identification,"Does this endoscopic image reveal any pathological findings? If so, could you identify the specific nature of the anomaly?",polypoid lesion,Are there any abnormalities in the image? Check all that are present.,Polyp
2091,image_2091.jpg,Lesion Type Identification,What specific pathological finding can be discerned from the provided endoscopic image?,polypoid lesion,Does this image contain any finding?,Yes
2091,image_2091.jpg,Lesion Type Identification,What specific pathological finding can be discerned from the provided endoscopic image?,polypoid lesion,Are there any abnormalities in the image? Check all that are present.,Polyp
2092,image_2092.jpg,Lesion Type Identification,What kind of pathological finding can be discerned from the provided endoscopic image?,polypoid lesion,Does this image contain any finding?,Yes
2092,image_2092.jpg,Lesion Type Identification,What kind of pathological finding can be discerned from the provided endoscopic image?,polypoid lesion,Are there any abnormalities in the image? Check all that are present.,Polyp
2093,image_2093.jpg,Lesion Type Identification,"Does this image reveal any pathological findings? If it does, please characterize the nature of the identified anomaly.",polypoid lesion,Does this image contain any finding?,Yes
2093,image_2093.jpg,Lesion Type Identification,"Does this image reveal any pathological findings? If it does, please characterize the nature of the identified anomaly.",polypoid lesion,Are there any abnormalities in the image? Check all that are present.,Polyp
2094,image_2094.jpg,Lesion Type Identification,"Does this endoscopic image reveal any pathological findings? If so, could you identify the specific type?",polypoid lesion,Does this image contain any finding?,Yes
2094,image_2094.jpg,Lesion Type Identification,"Does this endoscopic image reveal any pathological findings? If so, could you identify the specific type?",polypoid lesion,Are there any abnormalities in the image? Check all that are present.,Polyp
2095,image_2095.jpg,Lesion Type Identification,"Examine the provided endoscopic image and indicate whether any pathological findings are present. If so, please specify the nature of the abnormalities observed.",polypoid lesion,Does this image contain any finding?,Yes
2095,image_2095.jpg,Lesion Type Identification,"Examine the provided endoscopic image and indicate whether any pathological findings are present. If so, please specify the nature of the abnormalities observed.",polypoid lesion,Are there any abnormalities in the image? Check all that are present.,Polyp
2096,image_2096.jpg,Lesion Type Identification,"Examine the provided endoscopic image and indicate whether any pathological findings are present. If so, please specify the nature of the abnormalities observed.",polypoid lesion,Does this image contain any finding?,Yes
2096,image_2096.jpg,Lesion Type Identification,"Examine the provided endoscopic image and indicate whether any pathological findings are present. If so, please specify the nature of the abnormalities observed.",polypoid lesion,Are there any abnormalities in the image? Check all that are present.,Polyp
2097,image_2097.jpg,Lesion Type Identification,"Does this image reveal any pathological findings, and if so, what specific type of anomaly is depicted?",polypoid lesion,Does this image contain any finding?,Yes
2097,image_2097.jpg,Lesion Type Identification,"Does this image reveal any pathological findings, and if so, what specific type of anomaly is depicted?",polypoid lesion,Are there any abnormalities in the image? Check all that are present.,Polyp
2098,image_2098.jpg,Lesion Type Identification,"Does this image reveal any pathological findings? If it does, please characterize the nature of the identified abnormality.",polypoid lesion,Does this image contain any finding?,Yes
2098,image_2098.jpg,Lesion Type Identification,"Does this image reveal any pathological findings? If it does, please characterize the nature of the identified abnormality.",polypoid lesion,Are there any abnormalities in the image? Check all that are present.,Polyp
2099,image_2099.jpg,Lesion Type Identification,What specific abnormality can be discerned from the findings presented in this endoscopic image?,polypoid lesion,Does this image contain any finding?,Yes
2099,image_2099.jpg,Lesion Type Identification,What specific abnormality can be discerned from the findings presented in this endoscopic image?,polypoid lesion,Are there any abnormalities in the image? Check all that are present.,Polyp
2100,image_2100.jpg,Lesion Type Identification,"Examine this endoscopic image and indicate whether any pathological findings are present. If abnormalities are detected, please identify their specific nature.",polypoid lesion,Does this image contain any finding?,Yes
2100,image_2100.jpg,Lesion Type Identification,"Examine this endoscopic image and indicate whether any pathological findings are present. If abnormalities are detected, please identify their specific nature.",polypoid lesion,Are there any abnormalities in the image? Check all that are present.,Polyp
2101,image_2101.jpg,Lesion Type Identification,"Examine this endoscopic image and indicate whether any pathological findings are present. If abnormalities are detected, please identify their specific nature.",polypoid lesion,Does this image contain any finding?,Yes
2101,image_2101.jpg,Lesion Type Identification,"Examine this endoscopic image and indicate whether any pathological findings are present. If abnormalities are detected, please identify their specific nature.",polypoid lesion,Are there any abnormalities in the image? Check all that are present.,Polyp
2102,image_2102.jpg,Lesion Type Identification,"Does this endoscopic image reveal any pathological findings? If so, could you identify the specific type?",polypoid lesion,Does this image contain any finding?,Yes
2102,image_2102.jpg,Lesion Type Identification,"Does this endoscopic image reveal any pathological findings? If so, could you identify the specific type?",polypoid lesion,Are there any abnormalities in the image? Check all that are present.,Polyp
2103,image_2103.jpg,Lesion Type Identification,What specific abnormality can be discerned from the findings presented in this endoscopic image?,polypoid lesion,Does this image contain any finding?,Yes
2103,image_2103.jpg,Lesion Type Identification,What specific abnormality can be discerned from the findings presented in this endoscopic image?,polypoid lesion,Are there any abnormalities in the image? Check all that are present.,Polyp
2104,image_2104.jpg,Lesion Type Identification,"Examine the provided endoscopic image and indicate whether any pathological findings are present. If so, please specify the nature of these findings.",polypoid lesion,Does this image contain any finding?,Yes
2104,image_2104.jpg,Lesion Type Identification,"Examine the provided endoscopic image and indicate whether any pathological findings are present. If so, please specify the nature of these findings.",polypoid lesion,Are there any abnormalities in the image? Check all that are present.,Polyp
2105,image_2105.jpg,Lesion Type Identification,"Examine the provided endoscopic image and indicate whether any pathological findings are present. If so, please specify the nature of these findings.",polypoid lesion,Does this image contain any finding?,Yes
2105,image_2105.jpg,Lesion Type Identification,"Examine the provided endoscopic image and indicate whether any pathological findings are present. If so, please specify the nature of these findings.",polypoid lesion,Are there any abnormalities in the image? Check all that are present.,Polyp
2106,image_2106.jpg,Lesion Type Identification,"Does this endoscopic image reveal any pathological findings? If so, could you identify the specific nature of the anomaly?",polypoid lesion,Does this image contain any finding?,Yes
2106,image_2106.jpg,Lesion Type Identification,"Does this endoscopic image reveal any pathological findings? If so, could you identify the specific nature of the anomaly?",polypoid lesion,Are there any abnormalities in the image? Check all that are present.,Polyp
2107,image_2107.jpg,Lesion Type Identification,"Does this endoscopic image reveal any pathological findings? If so, could you identify the specific type?",polypoid lesion,Does this image contain any finding?,Yes
2107,image_2107.jpg,Lesion Type Identification,"Does this endoscopic image reveal any pathological findings? If so, could you identify the specific type?",polypoid lesion,Are there any abnormalities in the image? Check all that are present.,Polyp
2108,image_2108.jpg,Lesion Type Identification,"Does this image reveal any pathological findings, and if so, what specific type of anomaly could it be?",No abnormality,Does this image contain any finding?,No
2109,image_2109.jpg,Lesion Type Identification,"Could you analyze this endoscopic image and determine whether any pathological findings are present? If abnormalities are identified, what specific type might they be?",No abnormality,Does this image contain any finding?,No
2110,image_2110.jpg,Lesion Type Identification,"Does this image reveal any pathological findings, and if so, what specific type of anomaly could it be?",No abnormality,Does this image contain any finding?,No
2111,image_2111.jpg,Lesion Type Identification,"Can you identify any pathological findings in this image? If present, please characterize the nature of the abnormality.",No abnormality,Does this image contain any finding?,No
2112,image_2112.jpg,Lesion Type Identification,What specific pathological finding can be discerned from the provided endoscopic image?,No abnormality,Does this image contain any finding?,No
2113,image_2113.jpg,Lesion Type Identification,"Does this endoscopic image reveal any pathological findings? If so, could you identify the specific type?",No abnormality,Does this image contain any finding?,No
2114,image_2114.jpg,Lesion Type Identification,"Does this endoscopic image reveal any pathological findings? If so, could you identify the specific type?",No abnormality,Does this image contain any finding?,No
2115,image_2115.jpg,Lesion Type Identification,"Analyze this endoscopic image for any pathological findings. Should any be identified, what classifications do they fall under?",No abnormality,Does this image contain any finding?,No
2116,image_2116.jpg,Lesion Type Identification,What specific abnormality can be discerned from the findings presented in this endoscopic image?,No abnormality,Does this image contain any finding?,No
2117,image_2117.jpg,Lesion Type Identification,"Analyze this endoscopic image for any pathological findings. Should any be identified, what classification do they fall under?",No abnormality,Does this image contain any finding?,No
2118,image_2118.jpg,Lesion Type Identification,"Please analyze the provided endoscopic image and determine whether any pathological findings are present. If abnormalities are identified, what specific type do they appear to be?",No abnormality,Does this image contain any finding?,No
2119,image_2119.jpg,Lesion Type Identification,"Does this endoscopic image reveal any pathological findings? If so, could you identify the specific nature of the anomaly?",No abnormality,Does this image contain any finding?,No
2120,image_2120.jpg,Lesion Type Identification,"Does this image reveal any pathological findings, and if so, what specific type of anomaly could it indicate?",No abnormality,Does this image contain any finding?,No
2121,image_2121.jpg,Lesion Type Identification,"Could you analyze this endoscopic image and determine whether any pathological findings are present? If abnormalities are identified, what specific type might they be?",No abnormality,Does this image contain any finding?,No
2122,image_2122.jpg,Lesion Type Identification,What specific pathological finding can be discerned from the provided endoscopic image?,No abnormality,Does this image contain any finding?,No
2123,image_2123.jpg,Lesion Type Identification,"Could you analyze this endoscopic image and determine whether any pathological findings are present? If abnormalities are identified, what specific type might they be?",No abnormality,Does this image contain any finding?,No
2124,image_2124.jpg,Lesion Type Identification,"Does this image reveal any pathological findings? If it does, please characterize the nature of the abnormality.",No abnormality,Does this image contain any finding?,No
2125,image_2125.jpg,Lesion Type Identification,What specific abnormality can be discerned from the findings presented in this endoscopic image?,No abnormality,Does this image contain any finding?,No
2126,image_2126.jpg,Lesion Type Identification,"Does this endoscopic image reveal any pathological findings? If so, could you identify the specific nature of the anomaly?",No abnormality,Does this image contain any finding?,No
2127,image_2127.jpg,Lesion Type Identification,What specific pathological finding can be discerned from the provided endoscopic image?,No abnormality,Does this image contain any finding?,No
2128,image_2128.jpg,Lesion Type Identification,What kind of pathological finding can be discerned from the provided endoscopic image?,vascular lesion,Does this image contain any finding?,Yes
2129,image_2129.jpg,Lesion Type Identification,"Examine this endoscopic image and indicate whether any pathological findings are present. If abnormalities are detected, please identify their specific nature.",vascular lesion,Does this image contain any finding?,Yes
2130,image_2130.jpg,Lesion Type Identification,"Examine this endoscopic image for any irregularities. Should any be identified, what classification of abnormality can be discerned?",vascular lesion,Does this image contain any finding?,Yes
2131,image_2131.jpg,Lesion Type Identification,"Does this image reveal any pathological findings? If it does, please characterize the nature of the identified abnormality.",vascular lesion,Does this image contain any finding?,Yes
2132,image_2132.jpg,Lesion Type Identification,"Does this endoscopic image reveal any pathological findings? If so, could you identify the specific type?",vascular lesion,Does this image contain any finding?,Yes
2133,image_2133.jpg,Lesion Type Identification,"Assess this endoscopic image for any pathological findings. Should abnormalities be identified, what classification do they fall under?",vascular lesion,Does this image contain any finding?,Yes
2134,image_2134.jpg,Lesion Type Identification,"Does this endoscopic image reveal any pathological findings? If so, could you identify the specific type?",vascular lesion,Does this image contain any finding?,Yes
2135,image_2135.jpg,Lesion Type Identification,"Examine the provided endoscopic image and indicate whether any pathological findings are present. If abnormalities are detected, please identify their specific nature.",vascular lesion,Does this image contain any finding?,Yes
2136,image_2136.jpg,Lesion Type Identification,What kind of pathological finding can be discerned from the provided endoscopic image?,vascular lesion,Does this image contain any finding?,Yes
2137,image_2137.jpg,Lesion Type Identification,"Examine this endoscopic image for any irregularities. Should any be identified, what classification of abnormality is evident?",vascular lesion,Does this image contain any finding?,Yes
2138,image_2138.jpg,Lesion Type Identification,"Please analyze the provided endoscopic image and determine whether any pathological findings are present. If abnormalities are identified, could you specify their nature?",vascular lesion,Does this image contain any finding?,Yes
2139,image_2139.jpg,Lesion Type Identification,What kind of pathological finding can be discerned from the endoscopic image presented?,vascular lesion,Does this image contain any finding?,Yes
2140,image_2140.jpg,Lesion Type Identification,"Could you analyze this endoscopic image and determine whether any pathological findings are present? If abnormalities are identified, what specific type do they appear to be?",vascular lesion,Does this image contain any finding?,Yes
2141,image_2141.jpg,Lesion Type Identification,"Analyze this endoscopic image for any pathological findings. Should any be identified, what classification do they fall under?",vascular lesion,Does this image contain any finding?,Yes
2142,image_2142.jpg,Lesion Type Identification,"Does this endoscopic image reveal any pathological findings? If so, could you identify the specific type?",vascular lesion,Does this image contain any finding?,Yes
2143,image_2143.jpg,Lesion Type Identification,"Does this image reveal any pathological findings? If it does, please characterize the nature of the abnormality.",vascular lesion,Does this image contain any finding?,Yes
2144,image_2144.jpg,Lesion Type Identification,"Does this image reveal any pathological findings, and if so, what classification of abnormality does it exhibit?",vascular lesion,Does this image contain any finding?,Yes
2145,image_2145.jpg,Lesion Type Identification,What kind of pathological finding can be discerned from the endoscopic image presented?,vascular lesion,Does this image contain any finding?,Yes
2146,image_2146.jpg,Lesion Type Identification,"Examine the provided endoscopic image and indicate whether any pathological findings are present. If so, please specify the nature of the lesion.",vascular lesion,Does this image contain any finding?,Yes
2147,image_2147.jpg,Lesion Type Identification,What kind of pathological finding can be discerned from the provided endoscopic image?,inflammatory lesion,Does this image contain any finding?,Yes
2148,image_2148.jpg,Lesion Type Identification,"Examine this endoscopic image for any irregularities. Should any be identified, what classification of abnormality can be discerned?",inflammatory lesion,Does this image contain any finding?,Yes
2149,image_2149.jpg,Lesion Type Identification,"Does this endoscopic image reveal any pathological findings? If so, could you identify the specific type?",inflammatory lesion,Does this image contain any finding?,Yes
2150,image_2150.jpg,Lesion Type Identification,"Examine the provided endoscopic image and indicate whether any pathological findings are present. If abnormalities are detected, please identify their specific nature.",inflammatory lesion,Does this image contain any finding?,Yes
2151,image_2151.jpg,Lesion Type Identification,"Does this image reveal any pathological findings, and if so, what specific type of anomaly could it be?",inflammatory lesion,Does this image contain any finding?,Yes
2152,image_2152.jpg,Lesion Type Identification,What kind of pathological finding can be discerned from the endoscopic image presented?,inflammatory lesion,Does this image contain any finding?,Yes
2153,image_2153.jpg,Lesion Type Identification,What kind of pathological finding can be discerned from the provided endoscopic image?,inflammatory lesion,Does this image contain any finding?,Yes
2154,image_2154.jpg,Lesion Type Identification,"Examine the provided endoscopic image and indicate whether any pathological findings are present. If abnormalities are detected, please identify their specific nature.",inflammatory lesion,Does this image contain any finding?,Yes
2155,image_2155.jpg,Lesion Type Identification,"Examine the provided endoscopic image and indicate whether any pathological findings are present. If so, please specify the nature of the abnormalities observed.",inflammatory lesion,Does this image contain any finding?,Yes
